2023-07-28 19:36:59,638: bloq mayus
2023-07-28 19:36:59,790: H
2023-07-28 19:38:20,139: backspace
2023-07-28 19:38:22,888: shift
2023-07-28 19:38:25,577: s
2023-07-28 19:38:32,002: space
2023-07-28 19:38:32,813: s
2023-07-28 19:38:33,307: s
2023-07-28 19:38:33,481: s
2023-07-28 19:38:33,638: s
2023-07-28 19:38:34,146: s
2023-07-28 19:38:34,170: a
2023-07-28 19:38:34,241: h
2023-07-28 19:38:34,477: d
2023-07-28 19:38:34,547: h
2023-07-28 19:38:34,689: f
2023-07-28 19:38:34,691: d
2023-07-28 19:38:34,725: b
2023-07-28 19:38:34,956: d
2023-07-28 19:38:35,046: j
2023-07-28 19:38:35,186: d
2023-07-28 19:38:35,203: j
2023-07-28 19:38:35,347: j
2023-07-28 19:38:35,373: d
2023-07-28 19:38:35,490: j
2023-07-28 19:38:35,560: d
2023-07-28 19:38:35,639: j
2023-07-28 19:38:43,131: s
2023-07-28 19:38:43,793: s
2023-07-28 19:38:44,563: space
2023-07-28 19:38:45,610: j
2023-07-28 19:38:45,723: d
2023-07-28 19:38:45,798: j
2023-07-28 19:38:45,904: d
2023-07-28 19:38:45,925: j
2023-07-28 19:38:46,063: d
2023-07-28 19:38:46,064: j
2023-07-28 19:38:46,214: d
2023-07-28 19:38:47,103: s
2023-07-28 19:38:47,503: s
2023-07-28 19:38:48,047: caps lock
2023-07-28 19:38:48,583: L
2023-07-28 19:38:48,796: caps lock
2023-07-28 19:38:49,538: ctrl
2023-07-28 19:38:50,051: ctrl
2023-07-28 19:38:50,082: ctrl
2023-07-28 19:38:50,113: ctrl
2023-07-28 19:38:50,144: ctrl
2023-07-28 19:38:50,175: ctrl
2023-07-28 19:38:50,692: ctrl
2023-07-28 19:38:50,963: c
2023-07-28 19:38:51,671: ctrl
2023-07-28 19:38:52,020: z
2023-07-28 19:38:52,724: backspace
2023-07-28 19:38:53,081: backspace
2023-07-28 19:38:53,220: backspace
2023-07-28 19:38:54,962: ctrl
2023-07-28 19:38:55,128: c
2023-07-28 19:38:55,751: up
2023-07-28 19:38:55,979: enter
2023-07-28 19:38:57,893: ctrl
2023-07-28 19:38:58,061: c
2023-07-28 19:39:06,047: s
2023-07-28 19:39:06,822: s
2023-07-28 19:39:07,323: s
2023-07-28 19:39:07,703: s
2023-07-28 19:39:07,923: s
2023-07-28 19:39:08,096: s
2023-07-28 19:39:08,266: s
2023-07-28 19:39:08,431: s
2023-07-28 19:39:08,825: s
2023-07-28 19:39:08,991: s
2023-07-28 19:39:09,151: s
2023-07-28 19:39:11,031: caps lock
2023-07-28 19:39:11,159: S
2023-07-28 19:39:11,262: caps lock
2023-07-28 19:39:11,359: o
2023-07-28 19:39:11,516: l
2023-07-28 19:39:11,663: o
2023-07-28 19:39:11,731: space
2023-07-28 19:39:11,819: r
2023-07-28 19:39:11,978: e
2023-07-28 19:39:12,159: g
2023-07-28 19:39:12,252: i
2023-07-28 19:39:12,359: s
2023-07-28 19:39:12,505: t
2023-07-28 19:39:12,633: r
2023-07-28 19:39:12,721: a
2023-07-28 19:39:12,815: space
2023-07-28 19:39:12,887: u
2023-07-28 19:39:13,068: n
2023-07-28 19:39:13,148: a
2023-07-28 19:39:13,236: space
2023-07-28 19:39:13,317: v
2023-07-28 19:39:13,386: e
2023-07-28 19:39:13,559: z
2023-07-28 19:39:13,672: space
2023-07-28 19:39:13,769: l
2023-07-28 19:39:13,881: a
2023-07-28 19:39:13,981: space
2023-07-28 19:39:14,085: t
2023-07-28 19:39:14,241: e
2023-07-28 19:39:14,411: c
2023-07-28 19:39:14,550: l
2023-07-28 19:39:14,691: a
2023-07-28 19:39:14,882: ,
2023-07-28 19:39:14,972: space
2023-07-28 19:39:15,061: d
2023-07-28 19:39:15,206: e
2023-07-28 19:39:15,281: b
2023-07-28 19:39:15,366: e
2023-07-28 19:39:15,442: space
2023-07-28 19:39:15,826: r
2023-07-28 19:39:15,986: e
2023-07-28 19:39:16,157: g
2023-07-28 19:39:16,229: i
2023-07-28 19:39:16,362: s
2023-07-28 19:39:16,522: t
2023-07-28 19:39:16,678: r
2023-07-28 19:39:16,787: a
2023-07-28 19:39:16,857: r
2023-07-28 19:39:17,418: ;
2023-07-28 19:39:17,423: l
2023-07-28 19:39:17,496: a
2023-07-28 19:39:17,844: backspace
2023-07-28 19:39:18,374: backspace
2023-07-28 19:39:18,582: backspace
2023-07-28 19:39:19,036: l
2023-07-28 19:39:19,168: a
2023-07-28 19:39:19,272: space
2023-07-28 19:39:19,466: p
2023-07-28 19:39:19,621: o
2023-07-28 19:39:19,643: r
2023-07-28 19:39:19,723: space
2023-07-28 19:39:19,841: c
2023-07-28 19:39:19,934: a
2023-07-28 19:39:20,022: d
2023-07-28 19:39:20,138: a
2023-07-28 19:39:20,226: space
2023-07-28 19:39:20,302: p
2023-07-28 19:39:20,490: u
2023-07-28 19:39:20,660: l
2023-07-28 19:39:20,704: s
2023-07-28 19:39:20,833: a
2023-07-28 19:39:20,948: s
2023-07-28 19:39:21,069: i
2023-07-28 19:39:21,212: o
2023-07-28 19:39:21,387: n
2023-07-28 19:39:21,625: enter
2023-07-28 19:39:48,937: ctrl
2023-07-28 19:39:49,080: c
2023-07-28 19:39:49,332: ctrl
2023-07-28 19:39:49,452: c
2023-07-28 19:39:49,635: ctrl
2023-07-28 19:39:49,719: c
2023-07-28 19:39:49,961: ctrl
2023-07-28 19:39:50,059: c
2023-07-28 19:39:57,048: enter
2023-07-28 19:39:57,197: enter
2023-07-28 19:39:57,396: up
2023-07-28 19:39:57,569: ctrl
2023-07-28 19:39:57,649: v
2023-07-28 19:39:57,957: ctrl
2023-07-28 19:39:58,051: s
2023-07-28 19:39:58,235: s
2023-07-28 19:39:58,409: s
2023-07-28 19:40:02,945: ctrl
2023-07-28 19:40:03,143: c
2023-07-28 19:40:03,336: c
2023-07-28 19:40:05,027: ctrl
2023-07-28 19:40:05,126: v
2023-07-28 19:40:05,369: enter
2023-07-28 19:40:05,579: ctrl
2023-07-28 19:40:05,633: s
2023-07-28 19:40:05,808: s
2023-07-28 19:40:09,219: ctrl
2023-07-28 19:40:09,542: c
2023-07-28 19:40:09,768: c
2023-07-28 19:40:09,932: c
2023-07-28 19:40:19,836: ctrl
2023-07-28 19:40:19,946: v
2023-07-28 19:40:20,368: ctrl
